,Name,State,Term,Party
7149,"MURDOCK, John Robert",Arizona,76th Congress (1939-1941),Democrat
7150,"VOORHIS, Horace Jeremiah (Jerry)",California,76th Congress (1939-1941),Democrat
7151,"GORE, Albert Arnold",Tennessee,76th Congress (1939-1941),Democrat
7152,"McCORMACK, John William",Massachusetts,76th Congress (1939-1941),Democrat
7153,"STEAGALL, Henry Bascom",Alabama,76th Congress (1939-1941),Democrat
7154,"MAGNUSON, Warren Grant",Washington,76th Congress (1939-1941),Democrat
7155,"BYRON, William Devereux",Maryland,76th Congress (1939-1941),Democrat
7156,"McANDREWS, James",Illinois,76th Congress (1939-1941),Democrat
7157,"FLANNAGAN, John William, Jr.",Virginia,76th Congress (1939-1941),Democrat
7158,"HART, Edward Joseph",New Jersey,76th Congress (1939-1941),Democrat
7159,"CROSSER, Robert",Ohio,76th Congress (1939-1941),Democrat
7160,"TOLAN, John Harvey",California,76th Congress (1939-1941),Democrat
7161,"BANKHEAD, William Brockman",Alabama,76th Congress (1939-1941),Democrat
7162,"BATES, Joseph Bengal",Kentucky,76th Congress (1939-1941),Democrat
7163,"CROWE, Eugene Burgess",Indiana,76th Congress (1939-1941),Democrat
7164,"GOLDSBOROUGH, Thomas Alan",Maryland,76th Congress (1939-1941),Democrat
7165,"SCHUETZ, Leonard William",Illinois,76th Congress (1939-1941),Democrat
7166,"LARRABEE, William Henry",Indiana,76th Congress (1939-1941),Democrat
7167,"WOOD, Reuben Terrell",Missouri,76th Congress (1939-1941),Democrat
7168,"KRAMER, Charles",California,76th Congress (1939-1941),Democrat
7169,"BARRY, William Bernard",New York,76th Congress (1939-1941),Democrat
7170,"MITCHELL, Arthur Wergs",Illinois,76th Congress (1939-1941),Democrat
7171,"CHANDLER, Walter (Clift)",Tennessee,76th Congress (1939-1941),Democrat
7172,"MARTIN, John Cunningham",Illinois,76th Congress (1939-1941),Democrat
7173,"ROMJUE, Milton Andrew",Missouri,76th Congress (1939-1941),Democrat
7174,"JACOBSEN, William Sebastian",Iowa,76th Congress (1939-1941),Democrat
7175,"SHANNON, Joseph Bernard",Missouri,76th Congress (1939-1941),Democrat
7176,"WEAVER, Zebulon",North Carolina,76th Congress (1939-1941),Democrat
7177,"SHEPPARD, Harry Richard",California,76th Congress (1939-1941),Democrat
7178,"BUCKLER, Richard Thompson",Minnesota,76th Congress (1939-1941),Farmer-Laborer
7179,"GREGORY, Noble Jones",Kentucky,76th Congress (1939-1941),Democrat
7180,"COCHRAN, John Joseph",Missouri,76th Congress (1939-1941),Democrat
7181,"MONRONEY, Almer Stillwell Mike",Oklahoma,76th Congress (1939-1941),Democrat
7182,"KELLY, Edward Austin",Illinois,76th Congress (1939-1941),Democrat
7183,"BURGIN, William Olin",North Carolina,76th Congress (1939-1941),Democrat
7184,"SCRUGHAM, James Graves",Nevada,76th Congress (1939-1941),Democrat
7185,"D'ALESANDRO, Thomas, Jr.",Maryland,76th Congress (1939-1941),Democrat
7186,"MARTIN, John Andrew",Colorado,76th Congress (1939-1941),Democrat
7187,"HUNTER, John Feeney",Ohio,76th Congress (1939-1941),Democrat
7188,"FERNÁNDEZ, Joachim Octave",Louisiana,76th Congress (1939-1941),Democrat
7189,"FOLGER, Alonzo Dillard",North Carolina,76th Congress (1939-1941),Democrat
7190,"CRAVENS, William Ben",Arkansas,76th Congress (1939-1941),Democrat
7191,"RANDOLPH, Jennings",West Virginia,76th Congress (1939-1941),Democrat
7192,"FERGUSON, Phillip Colgan",Oklahoma,76th Congress (1939-1941),Democrat
7193,"ARNOLD, Laurence Fletcher",Illinois,76th Congress (1939-1941),Democrat
7194,"CUMMINGS, Fred Nelson",Colorado,76th Congress (1939-1941),Democrat
7195,"McREYNOLDS, Samuel Davis",Tennessee,76th Congress (1939-1941),Democrat
7196,"WILLIAMS, Clyde",Missouri,76th Congress (1939-1941),Democrat
7197,"JOHNSON, Lyndon Baines",Texas,76th Congress (1939-1941),Democrat
7198,"BECKWORTH, Lindley Garrison, Sr.",Texas,76th Congress (1939-1941),Democrat
7199,"JARMAN, Peterson Bryant (Pete)",Alabama,76th Congress (1939-1941),Democrat
7200,"MILLS, Wilbur Daigh",Arkansas,76th Congress (1939-1941),Democrat
7201,"SMITH, Joseph Luther",West Virginia,76th Congress (1939-1941),Democrat
7202,"COOPER, Jere",Tennessee,76th Congress (1939-1941),Democrat
7203,"MOUTON, Robert Louis",Louisiana,76th Congress (1939-1941),Democrat
7204,"MANSFIELD, Joseph Jefferson",Texas,76th Congress (1939-1941),Democrat
7205,"ZIMMERMAN, Orville",Missouri,76th Congress (1939-1941),Democrat
7206,"GRIFFITH, John Keller",Louisiana,76th Congress (1939-1941),Democrat
7207,"HARTER, Dow Watters",Ohio,76th Congress (1939-1941),Democrat
7208,"NELSON, William Lester",Missouri,76th Congress (1939-1941),Democrat
7209,"CREAL, Edward Wester",Kentucky,76th Congress (1939-1941),Democrat
7210,"DE ROUEN, René Louis",Louisiana,76th Congress (1939-1941),Democrat
7211,"GREEN, Robert Alexis (Lex)",Florida,76th Congress (1939-1941),Democrat
7212,"KOCIALKOWSKI, Leo Paul",Illinois,76th Congress (1939-1941),Democrat
7213,"MASSINGALE, Samuel Chapman",Oklahoma,76th Congress (1939-1941),Democrat
7214,"THOMAS, Albert",Texas,76th Congress (1939-1941),Democrat
7215,"SMITH, John Joseph",Connecticut,76th Congress (1939-1941),Democrat
7216,"WALTER, Francis Eugene",Pennsylvania,76th Congress (1939-1941),Democrat
7217,"JOHNSON, George William",West Virginia,76th Congress (1939-1941),Democrat
7218,"VINSON, Carl",Georgia,76th Congress (1939-1941),Democrat
7219,"THOMASON, Robert Ewing",Texas,76th Congress (1939-1941),Democrat
7220,"DAVIS, Clifford",Tennessee,76th Congress (1939-1941),Democrat
7221,"CLAYPOOL, Harold Kile",Ohio,76th Congress (1939-1941),Democrat
7222,"RAMSPECK, Robert C. Word",Georgia,76th Congress (1939-1941),Democrat
7223,"COURTNEY, William Wirt",Tennessee,76th Congress (1939-1941),Democrat
7224,"HOUSTON, John Mills",Kansas,76th Congress (1939-1941),Democrat
7225,"SASSCER, Lansdale Ghiselin",Maryland,76th Congress (1939-1941),Democrat
7226,"PARSONS, Claude VanCleve",Illinois,76th Congress (1939-1941),Democrat
7227,"SPARKMAN, John Jackson",Alabama,76th Congress (1939-1941),Democrat
7228,"VINCENT, Beverly Mills",Kentucky,76th Congress (1939-1941),Democrat
7229,"JONES, John Marvin",Texas,76th Congress (1939-1941),Democrat
7230,"McMILLAN, Clara Gooding",South Carolina,76th Congress (1939-1941),Democrat
7231,"BULWINKLE, Alfred Lee",North Carolina,76th Congress (1939-1941),Democrat
7232,"CANNON, Arthur Patrick (Pat)",Florida,76th Congress (1939-1941),Democrat
7233,"SUTPHIN, William Halstead",New Jersey,76th Congress (1939-1941),Democrat
7234,"MILLS, Newt Virgus",Louisiana,76th Congress (1939-1941),Democrat
7235,"BROWN, Paul",Georgia,76th Congress (1939-1941),Democrat
7236,"COOLEY, Harold Dunbar",North Carolina,76th Congress (1939-1941),Democrat
7237,"JOHNSON, Luther Alexander",Texas,76th Congress (1939-1941),Democrat
7238,"NICHOLS, John Conover",Oklahoma,76th Congress (1939-1941),Democrat
7239,"KERR, John Hosea",North Carolina,76th Congress (1939-1941),Democrat
7240,"BUCK, Frank Henry",California,76th Congress (1939-1941),Democrat
7241,"SUMNERS, Hatton William",Texas,76th Congress (1939-1941),Democrat
7242,"CARTWRIGHT, Wilburn",Oklahoma,76th Congress (1939-1941),Democrat
7243,"WARD, David Jenkins",Maryland,76th Congress (1939-1941),Democrat
7244,"PETERSON, James Hardin",Florida,76th Congress (1939-1941),Democrat
7245,"WARREN, Lindsay Carter",North Carolina,76th Congress (1939-1941),Democrat
7246,"CAMP, Albert Sidney",Georgia,76th Congress (1939-1941),Democrat
7247,"COLE, William Purington, Jr.",Maryland,76th Congress (1939-1941),Democrat
7248,"MALONEY, Paul Herbert",Louisiana,76th Congress (1939-1941),Democrat
7249,"WHITE, Compton Ignatius",Idaho,76th Congress (1939-1941),Democrat
7250,"JOHNSON, Jed Joseph",Oklahoma,76th Congress (1939-1941),Democrat
7251,"SCHAEFER, Edwin Martin",Illinois,76th Congress (1939-1941),Democrat
7252,"HOBBS, Samuel Francis",Alabama,76th Congress (1939-1941),Democrat
7253,"CLARK, Jerome Bayard",North Carolina,76th Congress (1939-1941),Democrat
7254,"CANNON, Clarence Andrew",Missouri,76th Congress (1939-1941),Democrat
7255,"WELCH, Richard Joseph",California,76th Congress (1939-1941),Republican
7256,"BLAND, Schuyler Otis",Virginia,76th Congress (1939-1941),Democrat
7257,"PIERCE, Walter Marcus",Oregon,76th Congress (1939-1941),Democrat
7258,"RICHARDS, James Prioleau",South Carolina,76th Congress (1939-1941),Democrat
7259,"PATTON, Nat",Texas,76th Congress (1939-1941),Democrat
7260,"MAHON, George Herman",Texas,76th Congress (1939-1941),Democrat
7261,"GEHRMANN, Bernard John",Wisconsin,76th Congress (1939-1941),Progressive
7262,"ROGERS, Will",Oklahoma,76th Congress (1939-1941),Democrat
7263,"EDMISTON, Andrew",West Virginia,76th Congress (1939-1941),Democrat
7264,"ASHBROOK, William Albert",Ohio,76th Congress (1939-1941),Democrat
7265,"TERRY, David Dickson",Arkansas,76th Congress (1939-1941),Democrat
7266,"HARE, Butler Black",South Carolina,76th Congress (1939-1941),Democrat
7267,"DREWRY, Patrick Henry",Virginia,76th Congress (1939-1941),Democrat
7268,"HARRINGTON, Vincent Francis",Iowa,76th Congress (1939-1941),Democrat
7269,"DOUGHTON, Robert Lee",North Carolina,76th Congress (1939-1941),Democrat
7270,"BONNER, Herbert Covington",North Carolina,76th Congress (1939-1941),Democrat
7271,"HENDRICKS, Joseph Edward",Florida,76th Congress (1939-1941),Democrat
7272,"ANDERSON, Charles Arthur",Missouri,76th Congress (1939-1941),Democrat
7273,"WOODRUM, Clifton Alexander",Virginia,76th Congress (1939-1941),Democrat
7274,"CALDWELL, Millard Fillmore",Florida,76th Congress (1939-1941),Democrat
7275,"LEWIS, Lawrence",Colorado,76th Congress (1939-1941),Democrat
7276,"BARNES, James Martin",Illinois,76th Congress (1939-1941),Democrat
7277,"RYAN, Elmer James",Minnesota,76th Congress (1939-1941),Democrat
7278,"DEMPSEY, John Joseph",New Mexico,76th Congress (1939-1941),Democrat
7279,"O'NEAL, Emmet",Kentucky,76th Congress (1939-1941),Democrat
7280,"GIBBS, Willis Benjamin",Georgia,76th Congress (1939-1941),Democrat
7281,"McMILLAN, Thomas Sanders",South Carolina,76th Congress (1939-1941),Democrat
7282,"BROOKS, Overton",Louisiana,76th Congress (1939-1941),Democrat
7283,"LUDLOW, Louis Leon",Indiana,76th Congress (1939-1941),Democrat
7284,"TAYLOR, Edward Thomas",Colorado,76th Congress (1939-1941),Democrat
7285,"CHAPMAN, Virgil Munday",Kentucky,76th Congress (1939-1941),Democrat
7286,"ALLEN, Asa Leonard",Louisiana,76th Congress (1939-1941),Democrat
7287,"GRANT, George McInvale",Alabama,76th Congress (1939-1941),Democrat
7288,"DURHAM, Carl Thomas",North Carolina,76th Congress (1939-1941),Democrat
7289,"SOUTH, Charles Lacy",Texas,76th Congress (1939-1941),Democrat
7290,"BRYSON, Joseph Raleigh",South Carolina,76th Congress (1939-1941),Democrat
7291,"POLK, James Gould",Ohio,76th Congress (1939-1941),Democrat
7292,"McLAUGHLIN, Charles Francis",Nebraska,76th Congress (1939-1941),Democrat
7293,"KILDAY, Paul Joseph",Texas,76th Congress (1939-1941),Democrat
7294,"BOEHNE, John William, Jr.",Indiana,76th Congress (1939-1941),Democrat
7295,"BOYKIN, Frank William",Alabama,76th Congress (1939-1941),Democrat
7296,"DOXEY, Wall",Mississippi,76th Congress (1939-1941),Democrat
7297,"DARDEN, Colgate Whitehead, Jr.",Virginia,76th Congress (1939-1941),Democrat
7298,"PACE, Stephen",Georgia,76th Congress (1939-1941),Democrat
7299,"COLLINS, Ross Alexander",Mississippi,76th Congress (1939-1941),Democrat
7300,"ALLEN, Robert Gray",Pennsylvania,76th Congress (1939-1941),Democrat
7301,"FULMER, Hampton Pitts",South Carolina,76th Congress (1939-1941),Democrat
7302,"STARNES, Joe",Alabama,76th Congress (1939-1941),Democrat
7303,"COSTELLO, John Martin",California,76th Congress (1939-1941),Democrat
7304,"GARRETT, Clyde Leonard",Texas,76th Congress (1939-1941),Democrat
7305,"OWEN, Emmett Marshall",Georgia,76th Congress (1939-1941),Democrat
7306,"TURNER, Clarence Wyly",Tennessee,76th Congress (1939-1941),Democrat
7307,"POAGE, William Robert",Texas,76th Congress (1939-1941),Democrat
7308,"LEA, Clarence Frederick",California,76th Congress (1939-1941),Democrat
7309,"SECREST, Robert Thompson",Ohio,76th Congress (1939-1941),Democrat
7310,"WHELCHEL, Benjamin Frank",Georgia,76th Congress (1939-1941),Democrat
7311,"LANHAM, Fritz Garland",Texas,76th Congress (1939-1941),Democrat
7312,"BURCH, Thomas Granville",Virginia,76th Congress (1939-1941),Democrat
7313,"FADDIS, Charles Isiah",Pennsylvania,76th Congress (1939-1941),Democrat
7314,"SATTERFIELD, Dave Edward, Jr.",Virginia,76th Congress (1939-1941),Democrat
7315,"KITCHENS, Wade Hampton",Arkansas,76th Congress (1939-1941),Democrat
7316,"BELL, Charles Jasper",Missouri,76th Congress (1939-1941),Democrat
7317,"PEARSON, Herron Carney",Tennessee,76th Congress (1939-1941),Democrat
7318,"McMILLAN, John Lanneau",South Carolina,76th Congress (1939-1941),Democrat
7319,"WHITTINGTON, William Madison",Mississippi,76th Congress (1939-1941),Democrat
7320,"BURDICK, Usher Lloyd",North Dakota,76th Congress (1939-1941),Republican
7321,"MAY, Andrew Jackson",Kentucky,76th Congress (1939-1941),Democrat
7322,"BYRNS, Joseph Wellington, Jr.",Tennessee,76th Congress (1939-1941),Democrat
7323,"NORRELL, William Frank",Arkansas,76th Congress (1939-1941),Democrat
7324,"HULL, Merlin",Wisconsin,76th Congress (1939-1941),Progressive
7325,"DISNEY, Wesley Ernest",Oklahoma,76th Congress (1939-1941),Democrat
7326,"BARDEN, Graham Arthur",North Carolina,76th Congress (1939-1941),Democrat
7327,"COX, Edward Eugene",Georgia,76th Congress (1939-1941),Democrat
7328,"TARVER, Malcolm Connor",Georgia,76th Congress (1939-1941),Democrat
7329,"McGEHEE, Daniel Rayford",Mississippi,76th Congress (1939-1941),Democrat
7330,"BOREN, Lyle H.",Oklahoma,76th Congress (1939-1941),Democrat
7331,"CRAVENS, William Fadjo",Arkansas,76th Congress (1939-1941),Democrat
7332,"ELLIOTT, Alfred James",California,76th Congress (1939-1941),Democrat
7333,"GOSSETT, Ed Lee",Texas,76th Congress (1939-1941),Democrat
7334,"DIES, Martin, Jr.",Texas,76th Congress (1939-1941),Democrat
7335,"OLIVER, James Churchill",Maine,76th Congress (1939-1941),Republican
7336,"PETERSON, Hugh",Georgia,76th Congress (1939-1941),Democrat
7337,"RANKIN, John Elliott",Mississippi,76th Congress (1939-1941),Democrat
7338,"GATHINGS, Ezekiel Candler",Arkansas,76th Congress (1939-1941),Democrat
7339,"FORD, Aaron Lane",Mississippi,76th Congress (1939-1941),Democrat
7340,"KLEBERG, Richard Mifflin, Sr.",Texas,76th Congress (1939-1941),Democrat
7341,"LEMKE, William",North Dakota,76th Congress (1939-1941),Republican
7342,"WOLVERTON, Charles Anderson",New Jersey,76th Congress (1939-1941),Republican
7343,"SMITH, Howard Worth",Virginia,76th Congress (1939-1941),Democrat
7344,"WEST, Milton Horace",Texas,76th Congress (1939-1941),Democrat
7345,"MOSER, Guy Louis",Pennsylvania,76th Congress (1939-1941),Democrat
7346,"COLMER, William Meyers",Mississippi,76th Congress (1939-1941),Democrat
7347,"ANGELL, Homer Daniel",Oregon,76th Congress (1939-1941),Republican
7348,"MILLER, William Jennings",Connecticut,76th Congress (1939-1941),Republican
7349,"CORBETT, Robert James",Pennsylvania,76th Congress (1939-1941),Republican
7350,"EATON, Thomas Marion",California,76th Congress (1939-1941),Republican
7351,"ROBERTSON, Absalom Willis",Virginia,76th Congress (1939-1941),Democrat
7352,"SMITH, Margaret Chase",Maine,76th Congress (1939-1941),Republican
7353,"COFFEE, Harry Buffington",Nebraska,76th Congress (1939-1941),Democrat
7354,"PITTENGER, William Alvin",Minnesota,76th Congress (1939-1941),Republican
7355,"RISK, Charles Francis",Rhode Island,76th Congress (1939-1941),Republican
7356,"STEARNS, Foster Waterman",New Hampshire,76th Congress (1939-1941),Republican
7357,"VAN ZANDT, James Edward",Pennsylvania,76th Congress (1939-1941),Republican
7358,"GEARHART, Bertrand Wesley",California,76th Congress (1939-1941),Republican
7359,"ROGERS, Edith Nourse",Massachusetts,76th Congress (1939-1941),Republican
7360,"ENGLEBRIGHT, Harry Lane",California,76th Congress (1939-1941),Republican
7361,"ALEXANDER, John Grant",Minnesota,76th Congress (1939-1941),Republican
7362,"HINSHAW, John Carl Williams",California,76th Congress (1939-1941),Republican
7363,"KUNKEL, John Crain",Pennsylvania,76th Congress (1939-1941),Republican
7364,"OSMERS, Frank Charles, Jr.",New Jersey,76th Congress (1939-1941),Republican
7365,"MOTT, James Wheaton",Oregon,76th Congress (1939-1941),Republican
7366,"CARTER, Albert Edward",California,76th Congress (1939-1941),Republican
7367,"JEFFRIES, Walter Sooy",New Jersey,76th Congress (1939-1941),Republican
7368,"POWERS, David Lane",New Jersey,76th Congress (1939-1941),Republican
7369,"MAAS, Melvin Joseph",Minnesota,76th Congress (1939-1941),Republican
7370,"GERLACH, Charles Lewis",Pennsylvania,76th Congress (1939-1941),Republican
7371,"BARTON, Bruce",New York,76th Congress (1939-1941),Republican
7372,"BENDER, George Harrison",Ohio,76th Congress (1939-1941),Republican
7373,"KEAN, Robert Winthrop",New Jersey,76th Congress (1939-1941),Republican
7374,"SMITH, Clyde Harold",Maine,76th Congress (1939-1941),Republican
7375,"HARTER, John Francis",New York,76th Congress (1939-1941),Republican
7376,"FENTON, Ivor David",Pennsylvania,76th Congress (1939-1941),Republican
7377,"THORKELSON, Jacob",Montana,76th Congress (1939-1941),Republican
7378,"BALL, Thomas Raymond",Connecticut,76th Congress (1939-1941),Republican
7379,"HARTLEY, Fred Allan, Jr.",New Jersey,76th Congress (1939-1941),Republican
7380,"SEGER, George Nicholas",New Jersey,76th Congress (1939-1941),Republican
7381,"JENKS, Arthur Byron",New Hampshire,76th Congress (1939-1941),Republican
7382,"MARTIN, Joseph William, Jr.",Massachusetts,76th Congress (1939-1941),Republican
7383,"CLASON, Charles Russell",Massachusetts,76th Congress (1939-1941),Republican
7384,"STEFAN, Karl",Nebraska,76th Congress (1939-1941),Republican
7385,"HALL, Edwin Arthur",New York,76th Congress (1939-1941),Republican
7386,"VREELAND, Albert Lincoln",New Jersey,76th Congress (1939-1941),Republican
7387,"FORD, Leland Merritt",California,76th Congress (1939-1941),Republican
7388,"MONKIEWICZ, Boleslaus Joseph",Connecticut,76th Congress (1939-1941),Republican
7389,"KEEFE, Frank Bateman",Wisconsin,76th Congress (1939-1941),Republican
7390,"HALL, Leonard Wood",New York,76th Congress (1939-1941),Republican
7391,"GARTNER, Fred Christian",Pennsylvania,76th Congress (1939-1941),Republican
7392,"BATES, George Joseph",Massachusetts,76th Congress (1939-1941),Republican
7393,"GILCHRIST, Fred Cramer",Iowa,76th Congress (1939-1941),Republican
7394,"ANDERSON, John Zuinglius",California,76th Congress (1939-1941),Republican
7395,"BOLTON, Frances Payne",Ohio,76th Congress (1939-1941),Republican
7396,"SCHIFFLER, Andrew Charles",West Virginia,76th Congress (1939-1941),Republican
7397,"HOPE, Clifford Ragsdale",Kansas,76th Congress (1939-1941),Republican
7398,"CARLSON, Frank",Kansas,76th Congress (1939-1941),Republican
7399,"McLEOD, Clarence John",Michigan,76th Congress (1939-1941),Republican
7400,"ENGEL, Albert Joseph",Michigan,76th Congress (1939-1941),Republican
7401,"CASE, Francis Higbee",South Dakota,76th Congress (1939-1941),Republican
